Report Number,Date Reported,City,crime_type,Victim Age,Victim Gender,Weapon Used,latitude,longitude,zone_type,crowd_density,severity_score,source,hour,is_night,day_of_week,safety_score,is_safe_route
RPT000589,2024-01-25 11:00:00,Bengaluru,Molestation,21,Female,None,12.977534,77.532978,Market,72,4,crowdsourced,11,0,4,5.43,0
RPT000590,2024-04-27 04:00:00,Bengaluru,Burglary,58,Female,Blunt Object,12.922962,77.614931,Slum,34,3,crowdsourced,4,1,0,3.03,0
RPT000591,2024-05-31 11:00:00,Hyderabad,Burglary,10,Female,None,17.423756,78.497196,Slum,25,2,official_fir,11,0,5,6.09,1
RPT000592,2024-06-08 00:00:00,Bengaluru,Assault,32,Female,Poison,12.90196,77.564361,Commercial,74,4,official_fir,0,1,0,2.29,0
RPT000593,2024-05-07 08:00:00,Kolkata,Molestation,28,Male,Sharp Object,22.573865,88.331683,Residential,68,2,crowdsourced,8,0,3,3.18,0
RPT000594,2024-01-31 07:00:00,Kolkata,Assault,72,Male,None,22.543623,88.360875,Commercial,91,1,news_report,7,0,3,6.45,1
RPT000595,2024-03-08 23:00:00,Mumbai,Theft,48,Female,Blunt Object,19.110344,72.895367,Residential,52,5,crowdsourced,23,1,3,3.55,0
RPT000596,2024-03-12 17:00:00,Delhi,Molestation,33,Other,None,28.627403,77.189863,Industrial,42,1,crowdsourced,17,0,2,8.7,1
RPT000597,2024-01-21 02:00:00,Hyderabad,Burglary,66,Male,Blunt Object,17.394784,78.565877,Slum,22,2,official_fir,2,1,0,4.54,0
RPT000598,2024-03-13 13:00:00,Kolkata,Burglary,41,Other,Blunt Object,22.579131,88.34,Park,94,2,official_fir,13,0,2,2.83,0
RPT000599,2024-03-28 13:00:00,Chennai,Assault,60,Male,Sharp Object,13.150659,80.258852,Residential,62,3,news_report,13,0,3,4.91,0
RPT000600,2024-01-17 13:00:00,Chennai,Harassment,30,Other,None,13.133214,80.268482,Residential,33,2,crowdsourced,13,0,1,7.28,1
RPT000601,2024-01-26 16:00:00,Kolkata,Theft,77,Female,Blunt Object,22.498673,88.433174,Residential,11,1,crowdsourced,16,0,5,7.24,1
RPT000602,2024-04-12 14:00:00,Bengaluru,Snatching,70,Other,Poison,12.986576,77.572089,Park,50,5,official_fir,14,0,5,2.35,0
RPT000603,2024-04-09 05:00:00,Mumbai,Harassment,40,Female,Poison,19.101433,72.873474,Industrial,32,5,news_report,5,1,0,0.0,0
RPT000604,2024-04-02 21:00:00,Bengaluru,Molestation,56,Male,Poison,13.057151,77.620798,Market,22,3,crowdsourced,21,1,3,4.02,0
RPT000605,2024-01-24 14:00:00,Kolkata,Molestation,69,Male,Poison,22.571333,88.394201,Market,64,2,crowdsourced,14,0,1,5.62,0
RPT000606,2024-03-14 00:00:00,Hyderabad,Burglary,48,Other,Poison,17.294834,78.500062,Industrial,74,4,crowdsourced,0,1,2,2.91,0
RPT000607,2024-02-25 05:00:00,Bengaluru,Assault,30,Male,Blunt Object,12.958512,77.563228,Residential,84,1,news_report,5,1,4,6.03,1
RPT000608,2024-01-01 17:00:00,Hyderabad,Assault,78,Female,Sharp Object,17.285601,78.391534,Industrial,73,2,news_report,17,0,0,5.3,0
RPT000609,2024-06-23 15:00:00,Delhi,Assault,68,Male,Blunt Object,28.599844,77.273665,Slum,39,1,crowdsourced,15,0,0,8.36,1
RPT000610,2024-03-01 10:00:00,Delhi,Burglary,74,Male,Blunt Object,28.628348,77.204027,Industrial,12,1,official_fir,10,0,4,6.25,1
RPT000611,2024-06-18 04:00:00,Delhi,Assault,12,Other,Blunt Object,28.658946,77.18235,Industrial,77,1,news_report,4,1,5,6.24,1
RPT000612,2024-03-29 23:00:00,Delhi,Burglary,33,Male,Sharp Object,28.564834,77.138759,Market,89,2,crowdsourced,23,1,0,4.92,0
RPT000613,2024-03-01 12:00:00,Kolkata,Harassment,70,Female,Poison,22.491431,88.344368,Residential,21,1,official_fir,12,0,2,7.77,1
RPT000614,2024-02-04 15:00:00,Hyderabad,Snatching,39,Other,Blunt Object,17.449478,78.488476,Market,31,5,official_fir,15,0,2,4.7,0
RPT000615,2024-06-19 11:00:00,Kolkata,Snatching,54,Female,None,22.611673,88.375096,Industrial,72,4,crowdsourced,11,0,3,3.95,0
RPT000616,2024-02-26 09:00:00,Chennai,Theft,70,Male,Blunt Object,13.113844,80.229639,Residential,70,3,news_report,9,0,3,4.04,0
RPT000617,2024-03-22 07:00:00,Delhi,Molestation,22,Other,Poison,28.52843,77.211661,Slum,92,5,news_report,7,0,5,0.26,0
RPT000618,2024-01-19 13:00:00,Chennai,Harassment,40,Male,None,13.17441,80.30062,Residential,42,5,news_report,13,0,6,5.21,0
RPT000619,2024-06-12 03:00:00,Delhi,Snatching,59,Male,Poison,28.63439,77.224682,Park,32,5,official_fir,3,1,2,2.35,0
RPT000620,2024-03-09 19:00:00,Bengaluru,Theft,10,Male,Poison,12.898771,77.687892,Commercial,61,2,official_fir,19,0,2,5.1,0
RPT000621,2024-01-18 09:00:00,Kolkata,Harassment,62,Other,Blunt Object,22.603981,88.29482,Park,76,2,official_fir,9,0,6,4.04,0
RPT000622,2024-05-11 00:00:00,Delhi,Harassment,10,Other,Poison,28.545139,77.200051,Commercial,92,5,crowdsourced,0,1,3,1.41,0
RPT000623,2024-01-26 04:00:00,Delhi,Burglary,57,Other,Poison,28.5691,77.227018,Commercial,32,4,crowdsourced,4,1,2,1.97,0
RPT000624,2024-02-13 21:00:00,Delhi,Harassment,38,Other,Poison,28.711861,77.186112,Park,76,1,crowdsourced,21,1,2,5.58,0
RPT000625,2024-02-21 00:00:00,Delhi,Harassment,48,Male,Blunt Object,28.619419,77.264033,Commercial,78,1,news_report,0,1,4,5.64,0
RPT000626,2024-03-09 22:00:00,Mumbai,Theft,12,Other,None,19.08291,72.821423,Park,43,1,official_fir,22,1,4,9.04,1
RPT000627,2024-05-04 16:00:00,Bengaluru,Burglary,69,Female,Sharp Object,12.926531,77.616056,Commercial,16,1,crowdsourced,16,0,3,8.44,1
RPT000628,2024-01-16 21:00:00,Kolkata,Snatching,78,Female,None,22.596798,88.364226,Industrial,35,1,official_fir,21,1,1,6.14,1
RPT000629,2024-04-24 08:00:00,Chennai,Assault,71,Other,Sharp Object,13.095532,80.298949,Industrial,21,1,news_report,8,0,2,7.58,1
RPT000630,2024-03-29 01:00:00,Mumbai,Assault,12,Female,Blunt Object,19.220585,72.891618,Industrial,33,1,crowdsourced,1,1,6,5.73,0
RPT000631,2024-01-20 01:00:00,Hyderabad,Theft,48,Female,Blunt Object,17.311971,78.548697,Slum,34,1,crowdsourced,1,1,2,5.46,0
RPT000632,2024-01-04 04:00:00,Mumbai,Molestation,12,Other,Poison,18.99723,72.865344,Industrial,35,4,crowdsourced,4,1,4,3.33,0
RPT000633,2024-03-26 05:00:00,Hyderabad,Burglary,46,Other,Blunt Object,17.483037,78.549567,Commercial,21,3,crowdsourced,5,1,3,4.48,0
RPT000634,2024-05-28 10:00:00,Mumbai,Burglary,42,Female,Sharp Object,19.110293,72.770013,Market,77,3,crowdsourced,10,0,2,5.64,0
RPT000635,2024-06-25 15:00:00,Hyderabad,Assault,42,Male,Sharp Object,17.445618,78.586269,Market,50,5,official_fir,15,0,1,2.89,0
RPT000636,2024-01-16 00:00:00,Mumbai,Harassment,34,Female,Blunt Object,19.081552,72.88462,Residential,91,2,crowdsourced,0,1,6,5.84,0
RPT000637,2024-05-24 15:00:00,Hyderabad,Theft,72,Male,Sharp Object,17.32413,78.507752,Market,31,3,crowdsourced,15,0,3,6.35,1
RPT000638,2024-01-29 17:00:00,Chennai,Theft,21,Male,Poison,13.079764,80.293027,Residential,42,1,news_report,17,0,3,7.09,1
RPT000639,2024-02-23 22:00:00,Bengaluru,Assault,55,Other,Blunt Object,12.917763,77.719209,Market,76,2,crowdsourced,22,1,2,4.56,0
RPT000640,2024-05-02 08:00:00,Mumbai,Assault,64,Male,Blunt Object,18.977722,72.848344,Market,90,4,crowdsourced,8,0,3,2.59,0
RPT000641,2024-03-09 06:00:00,Hyderabad,Snatching,21,Male,Blunt Object,17.392667,78.552027,Commercial,50,3,news_report,6,0,6,5.19,0
RPT000642,2024-06-19 12:00:00,Chennai,Snatching,28,Male,None,12.970658,80.270982,Industrial,25,5,official_fir,12,0,4,3.23,0
RPT000643,2024-06-11 06:00:00,Mumbai,Snatching,38,Male,Blunt Object,19.028009,73.009801,Slum,96,3,official_fir,6,0,3,4.04,0
RPT000644,2024-02-05 09:00:00,Bengaluru,Harassment,52,Male,Sharp Object,12.980604,77.580953,Market,49,1,crowdsourced,9,0,3,6.97,1
RPT000645,2024-03-27 13:00:00,Bengaluru,Harassment,45,Male,Sharp Object,12.998327,77.603849,Commercial,42,5,crowdsourced,13,0,2,3.03,0
RPT000646,2024-03-14 12:00:00,Hyderabad,Harassment,56,Female,Sharp Object,17.434037,78.518999,Market,92,1,crowdsourced,12,0,5,5.18,0
RPT000647,2024-02-09 15:00:00,Chennai,Assault,70,Male,Poison,13.058509,80.292735,Industrial,28,1,news_report,15,0,4,6.72,1
RPT000648,2024-02-28 01:00:00,Hyderabad,Harassment,69,Female,Sharp Object,17.376865,78.44314,Residential,81,1,news_report,1,1,6,6.7,1
RPT000649,2024-04-25 01:00:00,Bengaluru,Molestation,65,Female,Poison,12.983,77.565207,Residential,41,2,crowdsourced,1,1,0,5.42,0
RPT000650,2024-06-24 17:00:00,Kolkata,Molestation,47,Male,None,22.564862,88.310904,Commercial,55,1,crowdsourced,17,0,5,7.96,1
RPT000651,2024-03-27 12:00:00,Chennai,Snatching,26,Female,Sharp Object,13.084506,80.347217,Market,64,3,crowdsourced,12,0,6,3.98,0
RPT000652,2024-03-06 06:00:00,Hyderabad,Theft,57,Male,None,17.442314,78.481893,Residential,83,3,crowdsourced,6,0,5,5.61,0
RPT000653,2024-01-03 03:00:00,Hyderabad,Burglary,22,Male,Blunt Object,17.43279,78.379744,Slum,28,5,crowdsourced,3,1,1,0.57,0
RPT000654,2024-04-24 17:00:00,Bengaluru,Theft,50,Female,Blunt Object,12.932949,77.551064,Park,78,5,official_fir,17,0,3,1.76,0
RPT000655,2024-03-11 01:00:00,Kolkata,Theft,68,Female,Blunt Object,22.603083,88.222941,Commercial,72,2,crowdsourced,1,1,6,3.57,0
RPT000656,2024-03-02 03:00:00,Mumbai,Molestation,44,Other,Blunt Object,19.132776,72.88678,Park,77,1,news_report,3,1,5,8.27,1
RPT000657,2024-05-14 21:00:00,Delhi,Harassment,22,Other,Poison,28.566952,77.085847,Industrial,65,5,official_fir,21,1,1,0.55,0
RPT000658,2024-04-17 23:00:00,Chennai,Harassment,46,Female,None,13.131769,80.304171,Commercial,89,2,crowdsourced,23,1,3,4.02,0
RPT000659,2024-04-19 16:00:00,Mumbai,Snatching,16,Female,Sharp Object,19.010179,72.892143,Residential,16,1,official_fir,16,0,1,7.6,1
RPT000660,2024-05-25 12:00:00,Chennai,Molestation,15,Female,None,13.024597,80.349806,Residential,99,1,official_fir,12,0,5,7.08,1
RPT000661,2024-05-22 05:00:00,Chennai,Snatching,36,Other,Poison,13.15513,80.216404,Park,54,3,official_fir,5,1,0,3.55,0
RPT000662,2024-05-18 23:00:00,Chennai,Harassment,64,Other,Blunt Object,13.09235,80.31893,Park,74,3,crowdsourced,23,1,0,4.24,0
RPT000663,2024-04-28 21:00:00,Bengaluru,Snatching,38,Female,Poison,13.023984,77.686117,Commercial,80,4,official_fir,21,1,3,1.71,0
RPT000664,2024-01-29 22:00:00,Bengaluru,Assault,36,Male,Poison,13.023161,77.522786,Slum,93,4,crowdsourced,22,1,4,0.29,0
RPT000665,2024-02-24 11:00:00,Chennai,Assault,63,Male,Blunt Object,13.075724,80.251384,Slum,26,1,crowdsourced,11,0,5,4.33,0
RPT000666,2024-03-08 06:00:00,Bengaluru,Burglary,12,Female,Poison,12.979152,77.562584,Industrial,80,3,news_report,6,0,3,3.83,0
RPT000667,2024-05-04 10:00:00,Chennai,Harassment,35,Male,Poison,13.063385,80.315128,Market,62,3,official_fir,10,0,6,6.39,1
RPT000668,2024-01-08 12:00:00,Delhi,Assault,63,Other,Blunt Object,28.619573,77.218292,Commercial,36,4,news_report,12,0,6,3.34,0
RPT000669,2024-03-27 15:00:00,Chennai,Theft,20,Female,None,13.124443,80.291302,Slum,75,2,official_fir,15,0,2,5.05,0
RPT000670,2024-06-11 01:00:00,Delhi,Assault,20,Male,Blunt Object,28.665591,77.254076,Industrial,32,4,crowdsourced,1,1,6,4.95,0
RPT000671,2024-06-08 22:00:00,Kolkata,Assault,15,Other,None,22.533285,88.418967,Industrial,30,2,news_report,22,1,2,7.02,1
RPT000672,2024-01-21 05:00:00,Kolkata,Harassment,55,Female,Blunt Object,22.514878,88.476813,Park,70,5,official_fir,5,1,2,2.62,0
RPT000673,2024-02-02 14:00:00,Hyderabad,Burglary,19,Other,Sharp Object,17.317091,78.450138,Slum,74,2,news_report,14,0,2,5.74,0
RPT000674,2024-03-26 18:00:00,Hyderabad,Snatching,34,Male,Sharp Object,17.353904,78.528294,Park,72,5,crowdsourced,18,0,5,2.78,0
RPT000675,2024-03-27 19:00:00,Kolkata,Theft,65,Male,None,22.517605,88.264306,Residential,16,1,crowdsourced,19,0,1,7.36,1
RPT000676,2024-04-23 09:00:00,Mumbai,Assault,72,Other,Blunt Object,19.095802,72.843683,Market,67,2,official_fir,9,0,6,7.17,1
RPT000677,2024-03-15 05:00:00,Kolkata,Harassment,79,Female,Sharp Object,22.541767,88.357572,Park,31,5,news_report,5,1,1,2.65,0
RPT000678,2024-04-24 07:00:00,Chennai,Molestation,72,Male,Sharp Object,13.073948,80.31056,Residential,99,2,news_report,7,0,2,6.05,1
RPT000679,2024-03-08 13:00:00,Delhi,Theft,59,Female,None,28.677298,77.294078,Market,52,2,crowdsourced,13,0,5,7.04,1
RPT000680,2024-06-06 10:00:00,Bengaluru,Harassment,25,Female,Blunt Object,12.928336,77.650125,Industrial,32,5,crowdsourced,10,0,6,1.39,0
RPT000681,2024-03-26 04:00:00,Chennai,Molestation,60,Female,Blunt Object,13.128851,80.306282,Park,11,5,news_report,4,1,3,1.39,0
RPT000682,2024-03-03 05:00:00,Chennai,Theft,31,Other,None,13.12968,80.193802,Industrial,70,3,news_report,5,1,5,5.19,0
RPT000683,2024-01-16 10:00:00,Delhi,Molestation,57,Other,Sharp Object,28.602446,77.247275,Residential,83,2,news_report,10,0,5,4.62,0
RPT000684,2024-05-26 00:00:00,Bengaluru,Burglary,63,Other,Poison,12.940166,77.463693,Residential,71,3,crowdsourced,0,1,3,2.57,0
RPT000685,2024-06-09 09:00:00,Kolkata,Snatching,56,Other,Sharp Object,22.600759,88.346218,Slum,92,5,crowdsourced,9,0,3,0.79,0
RPT000686,2024-06-05 16:00:00,Delhi,Assault,40,Female,Blunt Object,28.6156,77.245786,Industrial,46,2,news_report,16,0,5,7.28,1
RPT000687,2024-06-05 23:00:00,Bengaluru,Snatching,73,Male,Poison,12.912623,77.665059,Slum,43,2,official_fir,23,1,4,3.68,0
RPT000688,2024-01-25 01:00:00,Kolkata,Assault,21,Male,None,22.533165,88.43257,Commercial,67,5,news_report,1,1,6,1.56,0
RPT000689,2024-03-21 17:00:00,Mumbai,Theft,41,Male,Poison,19.01485,72.891706,Market,78,4,news_report,17,0,2,1.47,0
RPT000690,2024-06-02 17:00:00,Mumbai,Theft,12,Male,Blunt Object,18.988772,72.831617,Commercial,12,3,official_fir,17,0,1,4.01,0
RPT000691,2024-03-14 11:00:00,Delhi,Theft,65,Female,Poison,28.70323,77.211466,Residential,67,4,official_fir,11,0,2,3.74,0
RPT000692,2024-04-04 08:00:00,Kolkata,Molestation,63,Female,None,22.63787,88.284925,Residential,80,5,news_report,8,0,3,3.27,0
RPT000693,2024-03-01 10:00:00,Delhi,Theft,18,Other,Sharp Object,28.698921,77.191592,Residential,15,2,official_fir,10,0,4,6.38,1
RPT000694,2024-05-09 11:00:00,Mumbai,Theft,29,Female,Sharp Object,19.110732,72.892752,Park,97,5,crowdsourced,11,0,1,3.57,0
RPT000695,2024-01-19 05:00:00,Mumbai,Snatching,71,Female,Poison,19.138767,72.901889,Commercial,85,1,news_report,5,1,2,6.5,1
RPT000696,2024-01-09 02:00:00,Bengaluru,Assault,35,Male,None,12.808876,77.654373,Industrial,76,2,official_fir,2,1,6,5.31,0
RPT000697,2024-06-18 20:00:00,Hyderabad,Theft,33,Male,Sharp Object,17.332335,78.440124,Market,79,5,news_report,20,1,4,1.89,0
RPT000698,2024-04-25 15:00:00,Mumbai,Harassment,26,Female,Blunt Object,18.99811,72.840962,Slum,99,3,crowdsourced,15,0,6,3.93,0
RPT000699,2024-05-23 23:00:00,Delhi,Burglary,28,Other,Blunt Object,28.610315,77.289146,Commercial,38,3,crowdsourced,23,1,0,3.96,0
RPT000700,2024-02-11 14:00:00,Kolkata,Snatching,23,Other,None,22.621588,88.430141,Residential,74,5,official_fir,14,0,1,1.42,0
RPT000701,2024-04-01 21:00:00,Bengaluru,Harassment,27,Male,Blunt Object,13.038008,77.614673,Residential,96,4,crowdsourced,21,1,3,0.79,0
RPT000702,2024-03-09 07:00:00,Chennai,Theft,15,Other,Poison,13.042214,80.28009,Park,18,3,news_report,7,0,2,6.06,1
RPT000703,2024-02-07 17:00:00,Chennai,Theft,23,Other,Blunt Object,13.051865,80.313738,Park,15,5,crowdsourced,17,0,6,2.4,0
RPT000704,2024-01-26 02:00:00,Bengaluru,Harassment,69,Female,Sharp Object,12.98987,77.592642,Park,17,3,crowdsourced,2,1,4,6.48,1
RPT000705,2024-06-16 07:00:00,Hyderabad,Harassment,14,Male,Sharp Object,17.361819,78.467031,Slum,86,3,crowdsourced,7,0,0,2.78,0
RPT000706,2024-03-22 11:00:00,Kolkata,Harassment,71,Other,Blunt Object,22.556879,88.284122,Commercial,34,2,crowdsourced,11,0,5,5.19,0
RPT000707,2024-02-09 22:00:00,Delhi,Snatching,65,Other,Blunt Object,28.574337,77.181746,Industrial,44,1,crowdsourced,22,1,4,8.18,1
RPT000708,2024-01-22 22:00:00,Delhi,Theft,62,Other,Poison,28.722945,77.234692,Residential,56,3,news_report,22,1,0,4.78,0
RPT000709,2024-03-11 11:00:00,Delhi,Theft,54,Male,Sharp Object,28.672723,77.182602,Slum,33,4,crowdsourced,11,0,4,3.3,0
RPT000710,2024-06-05 14:00:00,Chennai,Assault,77,Male,Blunt Object,13.062445,80.305735,Slum,12,4,official_fir,14,0,6,3.55,0
RPT000711,2024-04-08 20:00:00,Delhi,Theft,60,Female,Poison,28.578754,77.247729,Industrial,48,5,crowdsourced,20,1,1,1.7,0
RPT000712,2024-05-28 15:00:00,Kolkata,Molestation,71,Other,Blunt Object,22.521318,88.342074,Commercial,15,2,news_report,15,0,0,4.09,0
RPT000713,2024-03-16 19:00:00,Delhi,Snatching,51,Other,Sharp Object,28.646404,77.280715,Commercial,23,4,crowdsourced,19,0,1,4.25,0
RPT000714,2024-02-18 11:00:00,Delhi,Burglary,16,Female,Sharp Object,28.701129,77.251992,Park,24,4,crowdsourced,11,0,6,3.84,0
RPT000715,2024-02-26 08:00:00,Chennai,Molestation,36,Other,Blunt Object,13.101389,80.172064,Slum,62,4,official_fir,8,0,4,3.45,0
RPT000716,2024-05-28 03:00:00,Kolkata,Assault,13,Male,Blunt Object,22.71937,88.312504,Residential,89,1,news_report,3,1,6,6.57,1
RPT000717,2024-03-03 16:00:00,Hyderabad,Theft,18,Female,None,17.36386,78.438969,Residential,12,1,official_fir,16,0,0,9.2,1
RPT000718,2024-01-26 12:00:00,Mumbai,Harassment,37,Other,None,19.079982,72.957725,Park,97,5,official_fir,12,0,2,1.79,0
RPT000719,2024-02-16 19:00:00,Chennai,Assault,73,Female,Poison,12.99766,80.306633,Residential,65,1,news_report,19,0,0,7.58,1
RPT000720,2024-04-24 14:00:00,Chennai,Harassment,71,Female,Sharp Object,13.168173,80.179473,Market,21,2,official_fir,14,0,5,6.4,1
RPT000721,2024-02-04 05:00:00,Mumbai,Theft,69,Female,Poison,19.0092,72.880593,Residential,31,5,crowdsourced,5,1,4,1.42,0
RPT000722,2024-04-29 03:00:00,Bengaluru,Harassment,24,Other,Poison,13.003641,77.598593,Industrial,33,5,crowdsourced,3,1,4,1.47,0
RPT000723,2024-01-25 01:00:00,Chennai,Assault,21,Male,Poison,13.23179,80.278196,Park,67,4,news_report,1,1,1,3.25,0
RPT000724,2024-02-15 18:00:00,Chennai,Assault,25,Female,Blunt Object,13.130517,80.268167,Industrial,44,3,news_report,18,0,2,5.44,0
RPT000725,2024-05-18 12:00:00,Bengaluru,Assault,28,Male,Sharp Object,12.920251,77.519823,Residential,96,4,crowdsourced,12,0,2,3.23,0
RPT000726,2024-06-04 11:00:00,Delhi,Molestation,31,Female,Poison,28.660305,77.120476,Commercial,48,2,crowdsourced,11,0,1,4.87,0
RPT000727,2024-03-31 11:00:00,Mumbai,Snatching,19,Female,Sharp Object,19.117826,72.821642,Market,66,1,news_report,11,0,4,4.81,0
RPT000728,2024-05-09 04:00:00,Hyderabad,Assault,69,Female,None,17.39257,78.472066,Commercial,28,1,crowdsourced,4,1,0,8.06,1
RPT000729,2024-03-14 12:00:00,Kolkata,Molestation,60,Male,Blunt Object,22.620023,88.413448,Park,33,2,official_fir,12,0,2,5.97,0
RPT000730,2024-04-24 22:00:00,Kolkata,Molestation,11,Male,Poison,22.58195,88.361686,Commercial,94,4,official_fir,22,1,5,1.63,0
RPT000731,2024-03-18 21:00:00,Kolkata,Harassment,78,Other,Blunt Object,22.567762,88.304299,Residential,11,4,crowdsourced,21,1,0,3.11,0
RPT000732,2024-06-13 19:00:00,Kolkata,Snatching,57,Other,Poison,22.536589,88.307617,Market,30,4,official_fir,19,0,1,3.2,0
RPT000733,2024-06-22 04:00:00,Chennai,Theft,68,Female,None,13.090103,80.284102,Park,73,5,news_report,4,1,0,0.59,0
RPT000734,2024-01-05 02:00:00,Hyderabad,Molestation,35,Male,Blunt Object,17.339932,78.466367,Commercial,28,5,news_report,2,1,6,1.98,0
RPT000735,2024-01-06 18:00:00,Delhi,Molestation,29,Female,Sharp Object,28.582358,77.325463,Industrial,10,2,crowdsourced,18,0,3,6.67,1
RPT000736,2024-02-02 15:00:00,Kolkata,Molestation,23,Male,Blunt Object,22.581085,88.306464,Industrial,89,5,official_fir,15,0,6,1.68,0
RPT000737,2024-02-22 12:00:00,Delhi,Molestation,16,Other,Poison,28.662138,77.242893,Commercial,33,2,official_fir,12,0,4,7.92,1
RPT000738,2024-05-04 08:00:00,Bengaluru,Burglary,27,Other,Blunt Object,13.051495,77.562231,Commercial,39,5,crowdsourced,8,0,3,3.14,0
RPT000739,2024-03-28 16:00:00,Delhi,Burglary,41,Male,None,28.524571,77.211596,Commercial,58,5,official_fir,16,0,0,2.06,0
RPT000740,2024-01-03 07:00:00,Kolkata,Theft,28,Other,Sharp Object,22.578736,88.363165,Market,80,3,news_report,7,0,5,3.88,0
RPT000741,2024-02-16 14:00:00,Kolkata,Harassment,56,Female,Blunt Object,22.65806,88.298128,Residential,68,3,official_fir,14,0,1,6.03,1
RPT000742,2024-04-25 01:00:00,Chennai,Burglary,15,Male,Poison,12.978597,80.304309,Park,65,4,news_report,1,1,2,2.54,0
RPT000743,2024-06-26 03:00:00,Delhi,Snatching,30,Other,Sharp Object,28.633838,77.175905,Slum,11,5,news_report,3,1,3,0.89,0
RPT000744,2024-03-01 07:00:00,Bengaluru,Theft,17,Male,None,13.025491,77.599163,Industrial,59,2,official_fir,7,0,5,6.76,1
RPT000745,2024-05-13 22:00:00,Kolkata,Snatching,68,Male,Blunt Object,22.584147,88.466335,Slum,47,3,crowdsourced,22,1,5,1.3,0
RPT000746,2024-06-22 01:00:00,Delhi,Assault,15,Other,None,28.545695,77.182406,Industrial,61,5,crowdsourced,1,1,3,0.1,0
RPT000747,2024-01-07 22:00:00,Hyderabad,Harassment,14,Other,Blunt Object,17.34587,78.456444,Park,93,1,news_report,22,1,1,6.67,1
RPT000748,2024-06-14 10:00:00,Hyderabad,Assault,14,Female,None,17.321423,78.429046,Market,24,3,crowdsourced,10,0,1,6.31,1
RPT000749,2024-06-21 07:00:00,Hyderabad,Burglary,29,Male,Blunt Object,17.454865,78.409036,Park,95,5,official_fir,7,0,3,2.72,0
RPT000750,2024-03-04 20:00:00,Bengaluru,Assault,20,Other,Sharp Object,13.010092,77.631133,Park,87,3,news_report,20,1,0,5.65,0
RPT000751,2024-03-19 04:00:00,Chennai,Molestation,62,Male,Blunt Object,13.051939,80.373367,Slum,49,5,news_report,4,1,1,1.48,0
RPT000752,2024-05-08 04:00:00,Kolkata,Assault,79,Male,Sharp Object,22.548756,88.447756,Slum,29,1,official_fir,4,1,6,7.55,1
RPT000753,2024-02-11 03:00:00,Chennai,Burglary,32,Female,Poison,13.056035,80.278087,Residential,60,4,official_fir,3,1,3,2.38,0
RPT000754,2024-02-19 21:00:00,Bengaluru,Burglary,71,Other,Sharp Object,13.026427,77.49395,Commercial,80,2,news_report,21,1,2,4.63,0
RPT000755,2024-01-09 15:00:00,Hyderabad,Assault,74,Female,Sharp Object,17.447369,78.510402,Commercial,31,2,news_report,15,0,3,6.99,1
RPT000756,2024-05-30 21:00:00,Bengaluru,Molestation,35,Female,Sharp Object,13.126341,77.504308,Industrial,57,3,news_report,21,1,5,4.35,0
RPT000757,2024-02-03 08:00:00,Hyderabad,Theft,73,Other,Sharp Object,17.376617,78.520117,Market,75,5,official_fir,8,0,6,0.56,0
RPT000758,2024-02-16 12:00:00,Delhi,Burglary,73,Other,None,28.59043,77.285582,Park,32,1,crowdsourced,12,0,6,9.27,1
RPT000759,2024-04-25 09:00:00,Mumbai,Burglary,14,Other,Blunt Object,19.108951,72.915299,Park,27,5,news_report,9,0,6,4.14,0
RPT000760,2024-02-29 12:00:00,Kolkata,Burglary,37,Other,Poison,22.650356,88.369531,Industrial,32,2,crowdsourced,12,0,0,5.99,0
RPT000761,2024-04-17 07:00:00,Mumbai,Harassment,74,Other,Sharp Object,18.935264,73.003075,Market,53,3,official_fir,7,0,6,6.61,1
RPT000762,2024-02-21 23:00:00,Mumbai,Theft,41,Male,None,19.008294,72.781377,Commercial,20,2,official_fir,23,1,6,6.54,1
